,vacancy_id
2148,131618751
2153,130842286
2156,131621918
2161,130750961
2165,128021316
2167,131573269
2172,131455736
2181,131381566
2185,131171588
2188,130715345
2189,131427844
2194,131395612
2197,131102100
2198,131506463
2201,131302826
2202,131332808
2205,131430026
2206,130357876
2209,128954578
2213,130597855
2217,130469891
2229,131327988
2245,131306254
2249,123739185
2250,131325857
2251,131251630
2269,130444227
2270,130444226
2276,129602034
2282,130896384
2291,131205588
2292,131245226
2304,131039596
2310,130987890
2313,130991832
2314,130991833
2315,130991834
2316,130991835
2317,129833505
2318,129833506
2319,129833507
2320,129833500
2321,129833501
2341,130992092
2343,130991434
2344,130991424
2345,130991425
2346,130991426
2347,130991427
2348,130991428
2349,130991429
2350,130991430
2351,130992093
2352,130992094
2353,130992095
2355,131544189
2405,131776303
2407,131720580
2408,131505652
2411,131125665
2412,131736075
2413,131480887
2414,131724292
2417,131013766
2418,131575229
2419,130801707
2420,131748746
2423,129571221
2424,131461417
2426,129379652
2429,131674840
2430,131088160
2436,130117786
2437,130117787
2438,131422293
2439,131708277
2441,131674204
2444,130922448
2446,131514264
2447,131354753
2452,131661368
2455,131551021
2456,130785742
2457,130941191
2467,131565764
2468,128985809
2472,130785650
2473,131567182
2475,131555874
2476,131483711
2477,131472058
2479,131444491
2485,131400754
2486,127467536
2487,131602662
2490,131534684
2491,131534685
2492,131534686
2493,131478052
2500,131424167
2501,131397390
2502,131396396
2503,131243546
2504,130735954
2505,131465096
2507,131360084
2508,131181860
2509,131347475
2510,127549245
2512,131357735
2514,131504537
2515,129272023
2516,131472579
2519,131265790
2522,131186931
2524,131181516
2526,131159915
2528,131795411
2530,131373109
2533,131667393
2535,131473588
2537,131306527
2539,131368510
2543,127180796
2545,131215448
2546,131329597
2547,129440429
2548,131002450
2553,130217517
2554,131475953
2557,130982911
2560,131771961
2561,130580991
2567,130986301
2568,128791297
2569,131344808
2572,131143095
2577,130123330
2581,130978963
2583,131127284
2587,131728157
2588,131352690
2589,131732079
2593,131130259
2594,131744109
2599,131559718
2600,131700828
2606,130374490
2608,131658571
2609,131657076
2618,131009617
2627,128786501
2629,131626249
2633,130898094
2634,131606401
2636,131614756
2642,130806410
2643,131542340
2646,131460175
2647,130522466
2652,131546549
2653,130890292
2654,131536780
2655,131270404
2660,131506709
2661,131458592
2662,131504143
2664,131306489
2665,131456067
2669,131469663
2670,131456231
2677,131298968
2679,131458956
2682,131414136
2684,131326756
2694,131429932
2695,131499288
2696,131171864
2697,131298660
2704,131316750
2705,131213681
2707,129278708
2710,131211460
2712,128338769
2720,131027061
2723,129995580
2725,131195596
2728,130940396
2732,131322075
2738,131117047
2744,131026863
2750,130991195
2751,130970131
2759,131534687
2760,131534688
2765,131786792
2766,130208440
2768,131419773
2771,131179497
2772,131716171
2773,131591089
2774,129464209
2776,131436337
2780,131702651
2782,131717227
2783,131738385
2786,131679938
2787,131736920
2788,131736921
2790,130182419
2791,131743234
2792,131710956
2793,129934499
2798,131636341
2799,131710480
2801,131703996
2802,131700181
2803,131700182
2804,131700183
2805,130972001
2806,131498750
2807,131392623
2810,131620388
2811,131470066
2814,131651199
2815,131651200
2817,131587928
2819,130566382
2820,131510635
2821,131353796
2822,131210096
2824,129034115
2825,131525569
2827,130691322
2828,131372041
2829,124050164
2831,131521453
2833,128032512
2834,131497499
